subject	article	doi	in_article
Genomics	PLoS_ONE-3-12-2603317	10.1371/journal.pone.0004025	6	
Genomics	PLoS_One_2010_Apr_28_5(4)_e10371	10.1371/journal.pone.0010371	5	
Genomics	PLoS_One_2011_Jun_8_6(6)_e19517	10.1371/journal.pone.0019517	3	
Genomics	PLoS_One-4-12-2789407	10.1371/journal.pone.0008319	7	
Genomics	PLoS_One_2011_Jul_26_6(7)_e22727	10.1371/journal.pone.0022727	4	
Genomics	PLoS_One-5-9-2939877	10.1371/journal.pone.0012757	6	
Genomics	PLoS_One-5-1-2812506	10.1371/journal.pone.0008949	3	
Genomics	PLoS_One_2011_May_19_6(5)_e19509	10.1371/journal.pone.0019509	3	
Genomics	PLoS_One-4-12-2793425	10.1371/journal.pone.0008274	4	
Genomics	PLoS_One-6-1-3017059	10.1371/journal.pone.0015777	0	
Genomics	PLoS_ONE-4-1-2617784	19156201	10	
Genomics	PLoS_One_2010_Jan_14_5(1)_e8712	10.1371/journal.pone.0008712	1	
Genomics	PLoS_One_2010_Apr_26_5(4)_e10358	10.1371/journal.pone.0010358	7	
Genomics	PLoS_One_2011_Jun_8_6(6)_e21012	10.1371/journal.pone.0021012	1	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19464	10.1371/journal.pone.0019464	5	
Genomics	PLoS_One_2010_Jun_15_5(6)_e11117	10.1371/journal.pone.0011117	6	
Genomics	PLoS_One-5-10-2964326	10.1371/journal.pone.0015392	4	
Genomics	PLoS_ONE_2008_Jul_16_3(7)_e2683	10.1371/journal.pone.0002683	10	
Genomics	PLoS_One_2011_May_18_6(5)_e18787	10.1371/journal.pone.0018787	4	
Genomics	PLoS_One_2011_Feb_10_6(2)_e16831	10.1371/journal.pone.0016831	5	
Genomics	PLoS_One_2010_Dec_2_5(12)_e15459	10.1371/journal.pone.0015459	4	
Genomics	PLoS_One_2009_Sep_3_4(9)_e6871	10.1371/journal.pone.0006871	4	
Genomics	PLoS_One_2011_Aug_18_6(8)_e23386	10.1371/journal.pone.0023386	4	
Genomics	PLoS_One_2011_Jul_27_6(7)_e22573	10.1371/journal.pone.0022573	3	
Genomics	PLoS_One_2011_Jun_15_6(6)_e20530	10.1371/journal.pone.0020530	7	
Genomics	PLoS_One-5-12-2998416	10.1371/journal.pone.0015138	8	
Genomics	PLoS_One-5-6-2892515	10.1371/journal.pone.0011330	3	
Genomics	PLoS_One_2010_May_6_5(5)_e10515	10.1371/journal.pone.0010515	5	
Genomics	PLoS_One_2010_Nov_17_5(11)_e13898	10.1371/journal.pone.0013898	3	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23327	10.1371/journal.pone.0023327	5	
Genomics	PLoS_ONE-2-4-1851988	10.1371/journal.pone.0000396	1	
Genomics	PLoS_One_2011_Mar_7_6(3)_e16707	10.1371/journal.pone.0016707	7	
Genomics	PLoS_One_2010_Dec_20_5(12)_e15654	10.1371/journal.pone.0015654	5	
Genomics	PLoS_One-4-7-2709909	10.1371/journal.pone.0006363	4	
Genomics	PLoS_One_2010_Aug_25_5(8)_e12403	10.1371/journal.pone.0012403	6	
Genomics	PLoS_One_2011_Aug_3_6(8)_e22128	10.1371/journal.pone.0022128	3	
Genomics	PLoS_One-5-8-2923617	10.1371/journal.pone.0012254	3	
Genomics	PLoS_One-4-9-2731853	10.1371/journal.pone.0006907	3	
Genomics	PLoS_One-5-7-2896396	10.1371/journal.pone.0011423	2	
Genomics	PLoS_One-5-9-2936577	10.1371/journal.pone.0012673	4	
Genomics	PLoS_ONE-4-4-2662411	10.1371/journal.pone.0005198	11	
Genomics	PLoS_One-5-5-2866735	10.1371/journal.pone.0010567	4	
Genomics	PLoS_ONE-3-5-2362849	10.1371/journal.pone.0002115	4	
Genomics	PLoS_One_2011_Jan_5_6(1)_e15958	10.1371/journal.pone.0015958	6	
Genomics	PLoS_One-5-5-2866542	10.1371/journal.pone.0009341	6	
Genomics	PLoS_One_2011_Jul_22_6(7)_e22171	10.1371/journal.pone.0022171	6	
Genomics	PLoS_One_2011_Apr_7_6(4)_e14793	10.1371/journal.pone.0014793	6	
Genomics	PLoS_One_2011_Feb_25_6(2)_e17067	10.1371/journal.pone.0017067	5	
Genomics	PLoS_ONE-3-3-2267218	10.1371/journal.pone.0001874	6	
Genomics	PLoS_One_2011_Jul_18_6(7)_e21652	10.1371/journal.pone.0021652	6	
Genomics	PLoS_One_2010_Aug_13_5(8)_e12165	10.1371/journal.pone.0012165	1	
Genomics	PLoS_One_2011_Jan_10_6(1)_e15988	10.1371/journal.pone.0015988	4	
Genomics	PLoS_One_2011_Mar_22_6(3)_e14775	10.1371/journal.pone.0014775	3	
Genomics	PLoS_One-5-9-2940907	10.1371/journal.pone.0012786	6	
Genomics	PLoS_One_2010_Dec_29_5(12)_e15881	10.1371/journal.pone.0015881	5	
Genomics	PLoS_One_2011_Jul_27_6(7)_e22809	10.1371/journal.pone.0022809	7	
Genomics	PLoS_One-4-11-2773932	10.1371/journal.pone.0007837	7	
Genomics	PLoS_One_2011_Jun_8_6(6)_e20216	10.1371/journal.pone.0020216	3	
Genomics	PLoS_ONE-4-3-2657826	10.1371/journal.pone.0005040	6	
Genomics	PLoS_One-5-12-3004798	10.1371/journal.pone.0015198	7	
Genomics	PLoS_One_2011_Jun_27_6(6)_e21524	10.1371/journal.pone.0021524	8	
Genomics	PLoS_One_2011_Jan_21_6(1)_e16368	10.1371/journal.pone.0016368	11	
Genomics	PLoS_ONE_2008_May_28_3(5)_e2318	10.1371/journal.pone.0002318	3	
Genomics	PLoS_One_2011_Aug_11_6(8)_e22316	10.1371/journal.pone.0022316	2	
Genomics	PLoS_ONE-4-2-2635964	10.1371/journal.pone.0004455	5	
Genomics	PLoS_ONE-2-5-1866244	10.1371/journal.pone.0000461	6	
Genomics	PLoS_One_2010_Feb_3_5(2)_e9003	10.1371/journal.pone.0009003	6	
Genomics	PLoS_One_2011_May_13_6(5)_e18846	10.1371/journal.pone.0018846	4	
Genomics	PLoS_One_2009_Nov_18_4(11)_e7866	10.1371/journal.pone.0007866	9	
Genomics	PLoS_ONE-4-4-2671155	10.1371/journal.pone.0005410	7	
Genomics	PLoS_ONE_2007_Aug_22_2(8)_e768	10.1371/journal.pone.0000768	5	
Genomics	PLoS_One_2011_Mar_30_6(3)_e18322	10.1371/journal.pone.0018322	5	
Genomics	PLoS_ONE-4-1-2621088	10.1371/journal.pone.0004206	5	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16220	10.1371/journal.pone.0016220	2	
Genomics	PLoS_ONE_2009_Feb_24_4(2)_e4578	10.1371/journal.pone.0004578	7	
Genomics	PLoS_One_2010_Dec_2_5(12)_e14202	10.1371/journal.pone.0014202	8	
Genomics	PLoS_One-5-7-2902513	10.1371/journal.pone.0011520	3	
Genomics	PLoS_One_2011_Apr_11_6(4)_e18530	10.1371/journal.pone.0018530	6	
Genomics	PLoS_One-5-7-2912846	10.1371/journal.pone.0011897	3	
Genomics	PLoS_One-5-3-2830428	10.1371/journal.pone.0009482	3	
Genomics	PLoS_ONE_2007_Sep_26_2(9)_e947	10.1371/journal.pone.0000947	4	
Genomics	PLoS_ONE_2006_Dec_20_1(1)_e80	17183713	3	
Genomics	PLoS_ONE_2007_Oct_3_2(10)_e1002	10.1371/journal.pone.0001002	2	
Genomics	PLoS_One_2011_Apr_14_6(4)_e18659	10.1371/journal.pone.0018659	4	
Genomics	PLoS_One-5-4-2848677	10.1371/journal.pone.0009991	6	
Genomics	PLoS_One_2011_Jan_10_6(1)_e15320	10.1371/journal.pone.0015320	2	
Genomics	PLoS_One_2011_Jun_10_6(6)_e20466	10.1371/journal.pone.0020466	5	
Genomics	PLoS_One_2010_Sep_15_5(9)_e12708	10.1371/journal.pone.0012708	5	
Genomics	PLoS_One-5-12-2997791	10.1371/journal.pone.0015019	4	
Genomics	PLoS_One-5-1-2811201	10.1371/journal.pone.0008885	9	
Genomics	PLoS_One_2010_Apr_15_5(4)_e10195	10.1371/journal.pone.0010195	3	
Genomics	PLoS_One_2011_Aug_12_6(8)_e23021	10.1371/journal.pone.0023021	5	
Genomics	PLoS_ONE-4-5-2680486	10.1371/journal.pone.0005629	12	
Genomics	PLoS_One_2011_Jun_16_6(6)_e20833	10.1371/journal.pone.0020833	5	
Genomics	PLoS_One-5-2-2826392	10.1371/journal.pone.0009366	5	
Genomics	PLoS_ONE_2007_Feb_28_2(2)_e250	10.1371/journal.pone.0000250	5	
Genomics	PLoS_ONE_2007_Mar_28_2(3)_e322	10.1371/journal.pone.0000322	5	
Genomics	PLoS_One_2011_Feb_16_6(2)_e16912	10.1371/journal.pone.0016912	3	
Genomics	PLoS_One_2011_Jun_30_6(6)_e20930	10.1371/journal.pone.0020930	2	
Genomics	PLoS_ONE_2009_May_6_4(5)_e5454	10.1371/journal.pone.0005454	8	
Genomics	PLoS_One_2011_Jul_28_6(7)_e21667	10.1371/journal.pone.0021667	6	
Genomics	PLoS_One_2010_Mar_11_5(3)_e9649	10.1371/journal.pone.0009649	4	
Genomics	PLoS_One_2009_Nov_30_4(11)_e8075	10.1371/journal.pone.0008075	2	
Genomics	PLoS_One_2011_Apr_13_6(4)_e18217	10.1371/journal.pone.0018217	6	
Genomics	PLoS_One_2011_Jan_21_6(1)_e14529	10.1371/journal.pone.0014529	4	
Genomics	PLoS_ONE-4-5-2680014	10.1371/journal.pone.0005605	5	
Genomics	PLoS_ONE-3-8-2500185	18688287	3	
Genomics	PLoS_ONE_2009_Apr_8_4(4)_e5119	19337591	11	
Genomics	PLoS_One_2009_Aug_21_4(8)_e6711	10.1371/journal.pone.0006711	5	
Genomics	PLoS_One_2009_Sep_28_4(9)_e7205	10.1371/journal.pone.0007205	3	
Genomics	PLoS_One_2011_May_20_6(5)_e19871	10.1371/journal.pone.0019871	3	
Genomics	PLoS_One-5-9-2944875	10.1371/journal.pone.0012949	3	
Genomics	PLoS_ONE-3-8-2488373	10.1371/journal.pone.0002907	4	
Genomics	PLoS_One_2011_Apr_6_6(4)_e18385	10.1371/journal.pone.0018385	3	
Genomics	PLoS_One_2010_Dec_21_5(12)_e15724	10.1371/journal.pone.0015724	5	
Genomics	PLoS_One_2009_Sep_29_4(9)_e7212	10.1371/journal.pone.0007212	5	
Genomics	PLoS_One_2011_Feb_23_6(2)_e14723	10.1371/journal.pone.0014723	5	
Genomics	PLoS_ONE-4-3-2653643	10.1371/journal.pone.0004862	5	
Genomics	PLoS_One_2011_Feb_17_6(2)_e16539	10.1371/journal.pone.0016539	6	
Genomics	PLoS_One_2011_Jul_18_6(7)_e22006	10.1371/journal.pone.0022006	5	
Genomics	PLoS_One_2011_Jun_16_6(6)_e21067	10.1371/journal.pone.0021067	4	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23628	10.1371/journal.pone.0023628	4	
Genomics	PLoS_One-4-8-2730818	10.1371/journal.pone.0006867	4	
Genomics	PLoS_One_2010_May_7_5(5)_e10517	10.1371/journal.pone.0010517	4	
Genomics	PLoS_One_2010_Dec_3_5(12)_e15201	10.1371/journal.pone.0015201	5	
Genomics	PLoS_ONE-4-3-2650404	10.1371/journal.pone.0004641	6	
Genomics	PLoS_One_2011_Mar_18_6(3)_e17409	10.1371/journal.pone.0017409	5	
Genomics	PLoS_One_2011_Feb_24_6(2)_e14727	10.1371/journal.pone.0014727	8	
Genomics	PLoS_One-5-2-2827563	10.1371/journal.pone.0009407	4	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19175	10.1371/journal.pone.0019175	8	
Genomics	PLoS_ONE-3-11-2577891	19002258	5	
Genomics	PLoS_One-5-9-2940908	10.1371/journal.pone.0012821	6	
Genomics	PLoS_One_2010_Jun_10_5(6)_e11069	10.1371/journal.pone.0011069	4	
Genomics	PLoS_One_2011_Feb_22_6(2)_e16807	10.1371/journal.pone.0016807	6	
Genomics	PLoS_ONE-3-10-2570488	10.1371/journal.pone.0003575	4	
Genomics	PLoS_One_2011_Jun_24_6(6)_e21031	10.1371/journal.pone.0021031	4	
Genomics	PLoS_One_2011_Jun_7_6(6)_e20656	10.1371/journal.pone.0020656	11	
Genomics	PLoS_One_2011_Jul_13_6(7)_e21811	10.1371/journal.pone.0021811	7	
Genomics	PLoS_ONE_2006_Dec_27_1(1)_e117	10.1371/journal.pone.0000117	5	
Genomics	PLoS_One_2009_Aug_18_4(8)_e6679	10.1371/journal.pone.0006679	6	
Genomics	PLoS_One_2011_Aug_16_6(8)_e23410	10.1371/journal.pone.0023410	6	
Genomics	PLoS_ONE-4-4-2669723	10.1371/journal.pone.0005334	7	
Genomics	PLoS_ONE-2-12-2147074	10.1371/journal.pone.0001344	3	
Genomics	PLoS_ONE-4-2-2629846	10.1371/journal.pone.0004344	7	
Genomics	PLoS_ONE-2-12-2137949	10.1371/journal.pone.0001367	5	
Genomics	PLoS_One_2011_May_17_6(5)_e19640	10.1371/journal.pone.0019640	3	
Genomics	PLoS_One_2011_Jun_30_6(6)_e21805	10.1371/journal.pone.0021805	6	
Genomics	PLoS_One-5-12-3002942	10.1371/journal.pone.0014359	2	
Genomics	PLoS_One_2010_Jul_2_5(7)_e11418	10.1371/journal.pone.0011418	2	
Genomics	PLoS_ONE-3-10-2562035	10.1371/journal.pone.0003392	5	
Genomics	PLoS_One-5-11-3014295	10.1371/journal.pone.0014154	4	
Genomics	PLoS_One_2011_Jul_14_6(7)_e21872	10.1371/journal.pone.0021872	3	
Genomics	PLoS_One-4-7-2709437	10.1371/journal.pone.0006335	3	
Genomics	PLoS_One_2011_Jul_27_6(7)_e22455	10.1371/journal.pone.0022455	5	
Genomics	PLoS_One_2010_Mar_24_5(3)_e9872	10.1371/journal.pone.0009872	7	
Genomics	PLoS_ONE_2007_Dec_5_2(12)_e1271	10.1371/journal.pone.0001271	5	
Genomics	PLoS_One_2010_Sep_28_5(9)_e13057	10.1371/journal.pone.0013057	7	
Genomics	PLoS_ONE-4-4-2662422	10.1371/journal.pone.0005072	4	
Genomics	PLoS_One_2011_Jan_27_6(1)_e16329	10.1371/journal.pone.0016329	3	
Genomics	PLoS_ONE-1-1-1762359	17183721	5	
Genomics	PLoS_One-5-6-2893129	10.1371/journal.pone.0011335	4	
Genomics	PLoS_One-5-3-2845619	10.1371/journal.pone.0009905	5	
Genomics	PLoS_One_2010_May_3_5(5)_e10218	10.1371/journal.pone.0010218	3	
Genomics	PLoS_ONE_2009_Apr_2_4(4)_e5124	10.1371/journal.pone.0005124	3	
Genomics	PLoS_One_2011_Aug_4_6(8)_e22888	10.1371/journal.pone.0022888	3	
Genomics	PLoS_One_2010_Feb_15_5(2)_e9219	10.1371/journal.pone.0009219	0	
Genomics	PLoS_One_2011_Jun_16_6(6)_e21100	10.1371/journal.pone.0021100	8	
Genomics	PLoS_One-4-12-2785427	10.1371/journal.pone.0008227	3	
Genomics	PLoS_ONE_2007_Jun_6_2(6)_e510	17551590	5	
Genomics	PLoS_One_2011_Jul_8_6(7)_e22110	10.1371/journal.pone.0022110	3	
Genomics	PLoS_One-5-7-2905391	10.1371/journal.pone.0011627	2	
Genomics	PLoS_ONE_2009_Apr_2_4(4)_e5067	10.1371/journal.pone.0005067	3	
Genomics	PLoS_One_2011_Apr_13_6(4)_e18803	10.1371/journal.pone.0018803	5	
Genomics	PLoS_One_2010_Mar_19_5(3)_e9773	10.1371/journal.pone.0009773	6	
Genomics	PLoS_One_2011_Aug_12_6(8)_e22715	10.1371/journal.pone.0022715	6	
Genomics	PLoS_One_2011_Jun_3_6(6)_e20696	10.1371/journal.pone.0020696	4	
Genomics	PLoS_One_2011_Mar_30_6(3)_e16872	10.1371/journal.pone.0016872	1	
Genomics	PLoS_One_2011_Jul_8_6(7)_e21802	10.1371/journal.pone.0021802	4	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17054	10.1371/journal.pone.0017054	5	
Genomics	PLoS_One_2011_Apr_19_6(4)_e19108	10.1371/journal.pone.0019108	2	
Genomics	PLoS_One_2011_May_3_6(5)_e19572	10.1371/journal.pone.0019572	5	
Genomics	PLoS_ONE_2008_May_14_3(5)_e2193	10.1371/journal.pone.0002193	4	
Genomics	PLoS_ONE_2006_Dec_20_1(1)_e64	17183695	2	
Genomics	PLoS_One_2010_Oct_27_5(10)_e13679	10.1371/journal.pone.0013679	4	
Genomics	PLoS_ONE_2008_Mar_12_3(3)_e1762	10.1371/journal.pone.0001762	6	
Genomics	PLoS_One_2009_Jun_29_4(6)_e6074	10.1371/journal.pone.0006074	3	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16599	10.1371/journal.pone.0016599	6	
Genomics	PLoS_ONE_2008_Mar_26_3(3)_e1877	10.1371/journal.pone.0001877	2	
Genomics	PLoS_One-5-7-2898805	10.1371/journal.pone.0011345	6	
Genomics	PLoS_ONE_2009_Jan_6_4(1)_e4137	10.1371/journal.pone.0004137	1	
Genomics	PLoS_One-5-3-2835764	10.1371/journal.pone.0009637	2	
Genomics	PLoS_ONE-3-4-2323113	10.1371/journal.pone.0002084	4	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19153	10.1371/journal.pone.0019153	5	
Genomics	PLoS_One_2010_Mar_29_5(3)_e9921	10.1371/journal.pone.0009921	7	
Genomics	PLoS_ONE-2-11-2077932	10.1371/journal.pone.0001237	4	
Genomics	PLoS_One_2010_Jul_29_5(7)_e11841	10.1371/journal.pone.0011841	7	
Genomics	PLoS_One_2011_Jul_25_6(7)_e22570	10.1371/journal.pone.0022570	6	
Genomics	PLoS_One_2011_Feb_18_6(2)_e16694	10.1371/journal.pone.0016694	1	
Genomics	PLoS_One-5-9-2932694	10.1371/journal.pone.0012513	4	
Genomics	PLoS_One-4-10-2760756	10.1371/journal.pone.0007389	6	
Genomics	PLoS_One_2009_Jul_9_4(7)_e6138	10.1371/journal.pone.0006138	5	
Genomics	PLoS_One_2011_Jan_5_6(1)_e15859	10.1371/journal.pone.0015859	5	
Genomics	PLoS_ONE_2008_Sep_8_3(9)_e3160	10.1371/journal.pone.0003160	3	
Genomics	PLoS_One_2011_Jun_8_6(6)_e20881	10.1371/journal.pone.0020881	2	
Genomics	PLoS_ONE_2008_May_7_3(5)_e2091	10.1371/journal.pone.0002091	5	
Genomics	PLoS_ONE-3-10-2572838	10.1371/journal.pone.0003599	6	
Genomics	PLoS_One_2010_May_18_5(5)_e10703	10.1371/journal.pone.0010703	5	
Genomics	PLoS_One_2011_Jul_14_6(7)_e21459	10.1371/journal.pone.0021459	4	
Genomics	PLoS_ONE-4-3-2651645	10.1371/journal.pone.0004776	3	
Genomics	PLoS_One_2010_Jan_19_5(1)_e8777	10.1371/journal.pone.0008777	5	
Genomics	PLoS_One_2010_Dec_2_5(12)_e15107	10.1371/journal.pone.0015107	5	
Genomics	PLoS_ONE_2006_Dec_20_1(1)_e92	17183724	3	
Genomics	PLoS_One_2011_Jul_5_6(7)_e21639	10.1371/journal.pone.0021639	7	
Genomics	PLoS_ONE_2008_Jun_4_3(6)_e2344	10.1371/journal.pone.0002344	10	
Genomics	PLoS_One-5-9-2947499	10.1371/journal.pone.0013020	3	
Genomics	PLoS_One-4-8-2727005	10.1371/journal.pone.0006741	7	
Genomics	PLoS_One_2009_Sep_21_4(9)_e6988	10.1371/journal.pone.0006988	8	
Genomics	PLoS_ONE_2009_Apr_15_4(4)_e5241	10.1371/journal.pone.0005241	6	
Genomics	PLoS_One_2011_Jul_1_6(7)_e21646	10.1371/journal.pone.0021646	4	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17435	10.1371/journal.pone.0017435	7	
Genomics	PLoS_ONE-3-10-2556388	10.1371/journal.pone.0003344	6	
Genomics	PLoS_ONE-4-3-2659429	10.1371/journal.pone.0004943	7	
Genomics	PLoS_One_2010_Apr_28_5(4)_e10367	10.1371/journal.pone.0010367	4	
Genomics	PLoS_One_2011_Jul_20_6(7)_e22542	10.1371/journal.pone.0022542	5	
Genomics	PLoS_ONE-3-9-2527519	10.1371/journal.pone.0003136	7	
Genomics	PLoS_One_2010_Oct_13_5(10)_e13312	10.1371/journal.pone.0013312	5	
Genomics	PLoS_One_2011_Apr_27_6(4)_e18892	10.1371/journal.pone.0018892	4	
Genomics	PLoS_One-4-12-2788704	10.1371/journal.pone.0008311	6	
Genomics	PLoS_One_2011_Jun_9_6(6)_e20924	10.1371/journal.pone.0020924	3	
Genomics	PLoS_One_2009_Dec_14_4(12)_e8293	10.1371/journal.pone.0008293	5	
Genomics	PLoS_One_2011_Mar_29_6(3)_e18243	10.1371/journal.pone.0018243	4	
Genomics	PLoS_One-5-2-2827557	10.1371/journal.pone.0009404	8	
Genomics	PLoS_ONE-3-12-2603312	19107202	3	
Genomics	PLoS_One_2010_Oct_11_5(10)_e13340	10.1371/journal.pone.0013340	6	
Genomics	PLoS_One_2011_Jul_14_6(7)_e22217	10.1371/journal.pone.0022217	3	
Genomics	PLoS_One_2011_Jun_24_6(6)_e21560	10.1371/journal.pone.0021560	3	
Genomics	PLoS_One_2011_Apr_5_6(4)_e14778	10.1371/journal.pone.0014778	7	
Genomics	PLoS_ONE-4-6-2691999	10.1371/journal.pone.0005838	3	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16685	10.1371/journal.pone.0016685	5	
Genomics	PLoS_ONE-4-4-2669125	10.1371/journal.pone.0005327	3	
Genomics	PLoS_One_2011_Jul_15_6(7)_e22218	10.1371/journal.pone.0022218	5	
Genomics	PLoS_One-4-6-2698153	10.1371/journal.pone.0006068	7	
Genomics	PLoS_One_2010_Dec_20_5(12)_e15354	10.1371/journal.pone.0015354	4	
Genomics	PLoS_One-5-1-2811738	10.1371/journal.pone.0008919	5	
Genomics	PLoS_ONE_2008_Dec_30_3(12)_e4076	10.1371/journal.pone.0004076	3	
Genomics	PLoS_ONE_2007_Nov_28_2(11)_e1245	10.1371/journal.pone.0001245	3	
Genomics	PLoS_One_2011_Aug_3_6(8)_e22332	10.1371/journal.pone.0022332	6	
Genomics	PLoS_One_2011_Feb_4_6(2)_e16853	10.1371/journal.pone.0016853	7	
Genomics	PLoS_ONE_2007_Feb_7_2(2)_e199	10.1371/journal.pone.0000199	6	
Genomics	PLoS_ONE_2007_Mar_21_2(3)_e309	10.1371/journal.pone.0000309	3	
Genomics	PLoS_ONE-4-2-2637760	10.1371/journal.pone.0004456	7	
Genomics	PLoS_ONE_2007_Mar_14_2(3)_e286	10.1371/journal.pone.0000286	3	
Genomics	PLoS_One_2010_Oct_19_5(10)_e13503	10.1371/journal.pone.0013503	6	
Genomics	PLoS_One_2011_Apr_21_6(4)_e18496	10.1371/journal.pone.0018496	8	
Genomics	PLoS_One_2011_Jun_22_6(6)_e21144	10.1371/journal.pone.0021144	6	
Genomics	PLoS_One_2011_Feb_4_6(2)_e14652	10.1371/journal.pone.0014652	4	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17241	10.1371/journal.pone.0017241	7	
Genomics	PLoS_One_2011_Mar_15_6(3)_e17812	10.1371/journal.pone.0017812	3	
Genomics	PLoS_One_2011_Mar_16_6(3)_e17593	10.1371/journal.pone.0017593	3	
Genomics	PLoS_ONE-2-8-1950575	10.1371/journal.pone.0000815	3	
Genomics	PLoS_One-5-3-2843719	10.1371/journal.pone.0009821	2	
Genomics	PLoS_ONE_2008_Sep_26_3(9)_e3288	10.1371/journal.pone.0003288	4	
Genomics	PLoS_ONE_2008_Oct_16_3(10)_e3408	10.1371/journal.pone.0003408	4	
Genomics	PLoS_One_2011_Mar_24_6(3)_e17892	10.1371/journal.pone.0017892	4	
Genomics	PLoS_One_2010_Feb_22_5(2)_e9352	10.1371/journal.pone.0009352	6	
Genomics	PLoS_One_2011_Jul_13_6(7)_e22176	10.1371/journal.pone.0022176	3	
Genomics	PLoS_One_2011_Aug_26_6(8)_e23173	10.1371/journal.pone.0023173	4	
Genomics	PLoS_One-5-6-2892481	10.1371/journal.pone.0011310	4	
Genomics	PLoS_ONE_2008_Aug_6_3(8)_e2885	10.1371/journal.pone.0002885	4	
Genomics	PLoS_One-5-1-2799529	10.1371/journal.pone.0008597	8	
Genomics	PLoS_One_2011_Apr_8_6(4)_e18369	10.1371/journal.pone.0018369	8	
Genomics	PLoS_One_2011_Apr_22_6(4)_e18967	10.1371/journal.pone.0018967	3	
Genomics	PLoS_One_2010_May_20_5(5)_e10521	10.1371/journal.pone.0010521	3	
Genomics	PLoS_One_2010_Jul_29_5(7)_e11873	10.1371/journal.pone.0011873	5	
Genomics	PLoS_One-5-7-2904369	10.1371/journal.pone.0011396	5	
Genomics	PLoS_ONE_2008_Nov_10_3(11)_e3686	10.1371/journal.pone.0003686	7	
Genomics	PLoS_ONE_2006_Dec_20_1(1)_e7	17183701	6	
Genomics	PLoS_One_2010_Feb_23_5(2)_e9355	10.1371/journal.pone.0009355	3	
Genomics	PLoS_One-4-12-2795174	10.1371/journal.pone.0008451	7	
Genomics	PLoS_One_2011_Aug_26_6(8)_e24019	10.1371/journal.pone.0024019	7	
Genomics	PLoS_One_2011_Feb_24_6(2)_e17162	10.1371/journal.pone.0017162	3	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16549	10.1371/journal.pone.0016549	6	
Genomics	PLoS_One_2010_Jan_25_5(1)_e8870	10.1371/journal.pone.0008870	8	
Genomics	PLoS_One_2011_May_4_6(5)_e19166	10.1371/journal.pone.0019166	3	
Genomics	PLoS_One-5-4-2850388	10.1371/journal.pone.0010009	6	
Genomics	PLoS_One_2011_Aug_1_6(8)_e21282	10.1371/journal.pone.0021282	6	
Genomics	PLoS_One_2011_May_13_6(5)_e19799	10.1371/journal.pone.0019799	7	
Genomics	PLoS_One-5-6-2884038	10.1371/journal.pone.0011062	6	
Genomics	PLoS_One_2011_Jun_7_6(6)_e20666	10.1371/journal.pone.0020666	5	
Genomics	PLoS_One_2011_Mar_4_6(3)_e17574	10.1371/journal.pone.0017574	5	
Genomics	PLoS_One_2011_May_27_6(5)_e20138	10.1371/journal.pone.0020138	3	
Genomics	PLoS_One-5-1-2807459	10.1371/journal.pone.0008747	5	
Genomics	PLoS_ONE_2008_Dec_9_3(12)_e3899	10.1371/journal.pone.0003899	9	
Genomics	PLoS_ONE-3-11-2579487	10.1371/journal.pone.0003691	5	
Genomics	PLoS_One-5-5-2877114	10.1371/journal.pone.0010852	4	
Genomics	PLoS_One_2009_Sep_17_4(9)_e7070	10.1371/journal.pone.0007070	4	
Genomics	PLoS_One_2010_Jan_19_5(1)_e8655	10.1371/journal.pone.0008655	7	
Genomics	PLoS_One-5-8-2922373	10.1371/journal.pone.0012197	5	
Genomics	PLoS_ONE-2-8-1950079	10.1371/journal.pone.0000810	5	
Genomics	PLoS_One_2011_Aug_15_6(8)_e23293	10.1371/journal.pone.0023293	5	
Genomics	PLoS_ONE-1-1-1762399	17183724	3	
Genomics	PLoS_One-5-12-3006205	10.1371/journal.pone.0015707	6	
Genomics	PLoS_ONE-3-9-2533705	10.1371/journal.pone.0003279	4	
Genomics	PLoS_One_2010_Nov_30_5(11)_e14131	10.1371/journal.pone.0014131	7	
Genomics	PLoS_One_2011_Apr_5_6(4)_e18538	10.1371/journal.pone.0018538	4	
Genomics	PLoS_One_2011_Jun_24_6(6)_e21515	10.1371/journal.pone.0021515	5	
Genomics	PLoS_One-5-7-2903485	10.1371/journal.pone.0011570	6	
Genomics	PLoS_ONE_2007_Nov_7_2(11)_e1117	17989770	4	
Genomics	PLoS_One_2010_Nov_8_5(11)_e13885	10.1371/journal.pone.0013885	7	
Genomics	PLoS_One-5-10-2950151	10.1371/journal.pone.0013171	7	
Genomics	PLoS_ONE_2009_Feb_13_4(2)_e4474	10.1371/journal.pone.0004474	5	
Genomics	PLoS_One_2011_Jan_11_6(1)_e16254	10.1371/journal.pone.0016254	3	
Genomics	PLoS_One_2009_Jul_10_4(7)_e6191	10.1371/journal.pone.0006191	7	
